county,old_culture,culture,faith,government,holder,former_liege
c_dengzhou,aq_sinitic,aq_qi,aq_faith_chinese,tribal_government,aq_chief_886,d_ziqing
c_dengzhou_1,aq_sinitic,aq_chu,aq_faith_chinese,tribal_government,aq_chief_887,d_xiangdeng
c_denia,aq_contestanian,aq_contestanian,aq_faith_iberian,tribal_government,aq_chief_888,d_valencia
c_deqen,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_889,d_batang
c_derbent,aq_sarmatian,aq_sarmatian,aq_faith_steppe,nomad_government,aq_chief_890,d_ciscaucasia
c_derby,aq_brigantian,aq_brigantian,aq_faith_celtic,tribal_government,aq_chief_891,d_lancaster
c_derlenka,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_892,0
c_derna,egyptian,egyptian,aq_faith_kemetic,tribal_government,aq_chief_893,d_cyrenaica
c_desmond,aq_ivernian,aq_ivernian,aq_faith_celtic,tribal_government,aq_chief_894,0
c_dessau,aq_suebian,aq_semnonian,aq_faith_germanic,tribal_government,aq_chief_895,d_anhalt
c_deungju,aq_korean,aq_korean,aq_faith_asian,tribal_government,aq_chief_896,0
c_devagiri,aq_asmaka,aq_asmaka,aq_faith_krishna_yajurvedic,tribal_government,aq_chief_897,0
c_devon,aq_dumnonian,aq_dumnonian,aq_faith_celtic,tribal_government,aq_chief_898,d_cornwall
c_dezhou,aq_sinitic,aq_qi,aq_faith_chinese,tribal_government,aq_chief_899,d_cangjing
c_dhafra,bedouin,bedouin,aq_faith_arabian,tribal_government,aq_chief_900,d_al-hasa
c_dhamalpur,aq_anarta,aq_anarta,aq_faith_samavedic,tribal_government,aq_chief_901,0
c_dhankar,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_902,0
c_dhara,aq_avanti,aq_avanti,aq_faith_samavedic,tribal_government,aq_chief_903,d_dadhipadra
c_dhofar,aq_sabaean,aq_sabaean,aq_faith_arabian,tribal_government,aq_chief_904,d_mahra
c_dhraina,aq_west_african,aq_west_african,west_african_pagan,tribal_government,aq_chief_905,0
c_diamare,aq_central_african,aq_central_african,west_african_bori_pagan,tribal_government,aq_chief_906,0
c_dibri,aq_forest_african,aq_forest_african,west_african_roog_pagan,tribal_government,aq_chief_907,d_kru
c_dihistan,persian,aq_hyrcanian,mazdayasna,tribal_government,aq_chief_908,d_gurgan
c_dijon,aq_aeduian,aq_aeduian,aq_faith_celtic,tribal_government,aq_chief_909,d_burgundy
c_dimapur,aq_pragjyotisha,aq_pragjyotisha,aq_faith_yaksha_naga,tribal_government,aq_chief_910,0
c_dinawar,persian,aq_median,mazdayasna,tribal_government,aq_chief_911,d_hamadan
c_dingzhou,aq_sinitic,aq_qi,aq_faith_chinese,tribal_government,aq_chief_912,k_aq_yan
c_dipalpur,aq_madra,aq_madra,aq_faith_rigvedic,tribal_government,aq_chief_913,d_lahore
c_dirku,aq_saharan,aq_saharan,aq_faith_libyan,tribal_government,aq_chief_914,d_kawar
c_diskit,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_915,d_ladakh
c_ditmarschen,aq_teutonian,aq_teutonian,aq_faith_germanic,tribal_government,aq_chief_916,0
c_dizhou,aq_sinitic,aq_qi,aq_faith_chinese,tribal_government,aq_chief_917,d_cangjing
c_djado,aq_saharan,aq_saharan,aq_faith_libyan,tribal_government,aq_chief_918,d_kawar
c_djanet,aq_garamantian,aq_garamantian,aq_faith_libyan,tribal_government,aq_chief_919,0
c_djarin,aq_cushitic,aq_cushitic,aq_faith_african,tribal_government,aq_chief_920,d_baqlin
c_djerba,aq_punic,aq_punic,aq_faith_punic,tribal_government,aq_chief_921,d_tripolitania
c_djugu,aq_forest_african,aq_forest_african,west_african_roog_pagan,tribal_government,aq_chief_922,d_borgu
c_dnipro,aq_scythian,aq_scythian,aq_faith_steppe,nomad_government,aq_chief_923,d_yedisan
c_dobrzynska,aq_slavic,aq_pomeranian_early,slavic_pagan,tribal_government,aq_chief_924,0
c_dodugu,aq_west_african,aq_west_african,west_african_pagan,tribal_government,aq_chief_925,d_jenne
c_dokkum,aq_chaucan,aq_chaucan,aq_faith_germanic,tribal_government,aq_chief_926,0
c_dole,aq_helvetian,aq_helvetian,aq_faith_celtic,tribal_government,aq_chief_927,d_upper_burgundy
c_dolgujar,aq_uralic,aq_uralic,finnish_pagan,tribal_government,aq_chief_928,0
c_dondan_oilik,aq_tocharian,aq_tocharian,aq_faith_steppe,tribal_government,aq_chief_929,d_khotan
c_dong_si_mahosot,aq_mon_khmer,aq_mon_khmer,aq_faith_asian,tribal_government,aq_chief_930,d_angkor
c_dongchuan,aq_baiyue,aq_dian,aq_faith_asian,tribal_government,aq_chief_931,0
c_dongguan,aq_baiyue,aq_nanyue_early,aq_faith_asian,tribal_government,aq_chief_932,d_huixun
c_dongju,aq_korean,aq_korean,aq_faith_asian,tribal_government,aq_chief_933,d_gyoju
c_dongola,aq_kushite,aq_kushite,kushitism_pagan,tribal_government,aq_chief_934,d_makuria
c_donjikraji,aq_delmatian,aq_delmatian,aq_faith_balkan,tribal_government,aq_chief_935,0
c_dorohoi,aq_getian,aq_getian,aq_faith_zalmonian,tribal_government,aq_chief_936,0
c_dorohychyn,aq_slavic,aq_bugian_early,slavic_pagan,tribal_government,aq_chief_937,d_volhynia
c_dorostorum,aq_triballian,aq_triballian,aq_faith_balkan,tribal_government,aq_chief_938,d_turnovo
c_dorpat,aq_finnic,aq_finnic,finnish_pagan,tribal_government,aq_chief_939,0
c_dorset,aq_dumnonian,aq_dumnonian,aq_faith_celtic,tribal_government,aq_chief_940,0
c_dortmund,aq_treverian,aq_treverian,aq_faith_celtic,tribal_government,aq_chief_941,d_lower_lorraine
c_doti,aq_kirata,aq_kirata,aq_faith_himalayan,tribal_government,aq_chief_942,0
c_doudleby,aq_boian_danube,aq_boian_danube,aq_faith_celtic,tribal_government,aq_chief_943,d_bohemia
c_draa,aq_maurian,aq_maurian,aq_faith_libyan,tribal_government,aq_chief_944,d_sous
c_dresden,aq_slavic,aq_odra_early,slavic_pagan,tribal_government,aq_chief_945,d_meissen
c_duanzhou,aq_baiyue,aq_nanyue_early,aq_faith_asian,tribal_government,aq_chief_946,d_lingnan
c_dublin,aq_eblanian,aq_eblanian,aq_faith_celtic,tribal_government,aq_chief_947,d_meath
c_dubrovytsia,aq_slavic,aq_pripyatian,slavic_pagan,tribal_government,aq_chief_948,0
c_duklja,aq_ardiaean,aq_ardiaean,aq_faith_balkan,tribal_government,aq_chief_949,k_aq_illyria
c_dunbar,aq_votadinian,aq_votadinian,aq_faith_celtic,tribal_government,aq_chief_950,0
c_dunhuang,aq_tocharian,aq_tocharian,aq_faith_steppe,tribal_government,aq_chief_951,d_charkliq
c_duqm,bedouin,bedouin,aq_faith_arabian,tribal_government,aq_chief_952,d_oman
c_durham,aq_votadinian,aq_votadinian,aq_faith_celtic,tribal_government,aq_chief_953,d_northumberland
c_durne,aq_suebian,aq_marcomannic_early,aq_faith_germanic,tribal_government,aq_chief_954,0
c_durovka,aq_uralic,aq_uralic,finnish_pagan,tribal_government,aq_chief_955,0
c_duvan,aq_uralic,aq_uralic,finnish_pagan,tribal_government,aq_chief_956,0
c_dvaraka,aq_anarta,aq_anarta,aq_faith_samavedic,tribal_government,aq_chief_957,d_anartta
c_dvin,aq_armenian,aq_armenian,aq_faith_anatolian,tribal_government,aq_chief_958,d_greater_armenia
c_dyamare,aq_west_african,aq_west_african,west_african_pagan,tribal_government,aq_chief_959,d_dendi
c_dyrrachion,aq_taulantian,aq_taulantian,aq_faith_balkan,tribal_government,aq_illyria,0
c_dyulaso,aq_forest_african,aq_forest_african,west_african_roog_pagan,tribal_government,aq_chief_961,0
c_east-tokharestan,aq_bactrian,aq_bactrian,mazdayasna,tribal_government,aq_chief_962,d_balkh
c_east_darfur,aq_central_african,aq_central_african,west_african_bori_pagan,tribal_government,aq_chief_963,d_darfur
c_east_kiilt,aq_sami,aq_sami,finnish_pagan,tribal_government,aq_chief_964,0
c_east_riding,aq_brigantian,aq_brigantian,aq_faith_celtic,tribal_government,aq_chief_965,0
c_eastern_tannu,aq_tagar,aq_tagar,aq_faith_steppe,tribal_government,aq_chief_966,d_tannu_ola
c_ebi-nor,aq_saka,aq_saka,aq_faith_steppe,nomad_government,aq_chief_967,0
c_echigo,aq_jomon,aq_jomon,aq_faith_asian,tribal_government,aq_chief_968,0
c_echizen,aq_jomon,aq_jomon,aq_faith_asian,tribal_government,aq_chief_969,d_hokurikudo
c_edd,aq_cushitic,aq_cushitic,aq_faith_african,tribal_government,aq_chief_970,d_danakil
c_edessa,aq_aramaic,aq_aramaic,aq_faith_mesopotamian,tribal_government,aq_chief_971,k_aq_persia_syria
c_edo,aq_forest_african,aq_forest_african,west_african_roog_pagan,tribal_government,aq_chief_972,d_benin
c_eghiz_kara,aq_saka,aq_issedonian,aq_faith_steppe,nomad_government,aq_chief_973,0
c_eichstadt,aq_boian_danube,aq_boian_danube,aq_faith_celtic,tribal_government,aq_chief_974,0
c_el_fasher,aq_central_african,aq_central_african,west_african_bori_pagan,tribal_government,aq_chief_975,d_darfur
c_el_waak,aq_cushitic,aq_cushitic,aq_faith_african,tribal_government,aq_chief_976,0
c_elabuga,aq_uralic,aq_uralic,finnish_pagan,tribal_government,aq_chief_977,0
c_eleila,aq_kushite,aq_kushite,kushitism_pagan,tribal_government,aq_chief_978,d_alwa
c_elvas,aq_lusitanian,aq_lusitanian,aq_faith_lusitanian,tribal_government,aq_chief_979,d_beja
c_em_akhulun,aq_steppe_eastern,aq_donghu,aq_faith_asian,nomad_government,aq_chief_980,0
c_em_dadaels,aq_steppe_eastern,aq_steppe_eastern,aq_faith_asian,nomad_government,aq_chief_981,0
c_em_dutulun,aq_steppe_eastern,aq_donghu,aq_faith_asian,nomad_government,aq_chief_982,0
c_em_gobidada,aq_steppe_eastern,aq_donghu,aq_faith_asian,nomad_government,aq_chief_983,d_em_tataria
c_em_hepung,aq_steppe_eastern,aq_donghu,aq_faith_asian,nomad_government,aq_chief_984,d_em_wuguguo
c_em_karakopi,aq_steppe_eastern,aq_donghu,aq_faith_asian,nomad_government,aq_chief_985,d_em_wuguguo
c_em_khartereg,aq_steppe_eastern,aq_donghu,aq_faith_asian,nomad_government,aq_chief_986,d_em_wuguguo
c_em_kherulendada,aq_steppe_eastern,aq_donghu,aq_faith_asian,nomad_government,aq_chief_987,d_em_tataria
c_em_zhen,aq_steppe_eastern,aq_donghu,aq_faith_asian,nomad_government,aq_chief_988,d_em_tataria
c_eman_amgun,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_989,0
c_eman_beihean,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_990,0
c_eman_birija,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_991,0
c_eman_boli,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_992,0
c_eman_choripi,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_993,d_eman_boli
c_eman_heishuiyang,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_994,d_eman_sikhotebei
c_eman_kerin,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_995,0
c_eman_khadul,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_996,d_eman_samagero
c_eman_mohean,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_997,d_eman_boli
c_eman_molihewen,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_998,d_eman_boli
c_eman_murkonno,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_999,0
c_eman_nimen,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1000,d_eman_amar
c_eman_nurgan,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1001,d_eman_nivkhia
c_eman_tudali,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1002,d_eman_samagero
c_eman_tugur,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1003,d_eman_nivkhia
c_eman_turma,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1004,d_eman_bureya
c_eman_urehokto,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1005,d_eman_bureya
c_eman_urmi,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1006,d_eman_amar
c_eman_vanda,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1007,d_eman_amar
c_eman_wuguihai,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1008,d_eman_sikhotebei
c_eman_yam_alin,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1009,d_eman_samagero
c_eman_yerenhe,aq_tungusic,aq_tungusic,tengri_pagan,tribal_government,aq_chief_1010,d_eman_sikhotebei
c_emil,aq_saka,aq_saka,aq_faith_steppe,nomad_government,aq_chief_1011,d_tarbagatai
c_ennis,aq_ivernian,aq_ivernian,aq_faith_celtic,tribal_government,aq_chief_1012,d_munster
c_enzhou,aq_baiyue,aq_nanyue_early,aq_faith_asian,tribal_government,aq_chief_1013,d_lingnan
c_epeiros,aq_hellenic,aq_hellenic,hellenic_pagan,tribal_government,aq_epirus,0
c_eranad,aq_chera,aq_chera,aq_faith_murukan,tribal_government,aq_chief_1015,d_chera_nadu
c_erbach,aq_suebian,aq_marcomannic_early,aq_faith_germanic,tribal_government,aq_chief_1016,d_west_franconia
c_eschenlohe,aq_vindelician,aq_vindelician,aq_faith_celtic,tribal_government,aq_chief_1017,0
c_essex,aq_trinovantian,aq_trinovantian,aq_faith_celtic,tribal_government,aq_chief_1018,d_bedford
c_esztergom,aq_gaulish,aq_gaulish,aq_faith_celtic,tribal_government,aq_chief_1019,0
c_etchu,aq_jomon,aq_jomon,aq_faith_asian,tribal_government,aq_chief_1020,d_hokurikudo
c_eu,aq_aulercian,aq_aulercian,aq_faith_celtic,tribal_government,aq_chief_1021,d_normandy
c_euboea,aq_hellenic,aq_hellenic,hellenic_pagan,tribal_government,aq_chief_1022,d_athens
c_euchaita,aq_cappadocian,aq_cappadocian,aq_faith_ma,tribal_government,aq_chief_1023,d_armeniac
c_evreux,aq_aulercian,aq_aulercian,aq_faith_celtic,tribal_government,aq_chief_1024,d_normandy
c_ewaso_ngiro,aq_bantu,aq_bantu,aq_faith_african,tribal_government,aq_chief_1025,0
c_ewe,aq_forest_african,aq_forest_african,west_african_roog_pagan,tribal_government,aq_chief_1026,d_eweland
c_eystridalir,aq_germanic,aq_raumarician,aq_faith_germanic,tribal_government,aq_chief_1027,0
c_ezhou,aq_sinitic,aq_chu,aq_faith_chinese,tribal_government,aq_chief_1028,k_aq_chu
c_faereyar,aq_germanic,aq_germanic,aq_faith_germanic,tribal_government,aq_chief_1029,0
c_fafan,aq_cushitic,aq_cushitic,aq_faith_african,tribal_government,aq_chief_1030,d_adal
c_falaj,bedouin,bedouin,aq_faith_arabian,tribal_government,aq_chief_1031,d_yamama
c_falkenstein,aq_vindelician,aq_vindelician,aq_faith_celtic,tribal_government,aq_chief_1032,d_bavaria
c_famagusta,aq_hellenic,aq_hellenic,hellenic_pagan,tribal_government,aq_chief_1033,d_cyprus
c_fangzhou,aq_sinitic,aq_qiang_early,aq_faith_himalayan,tribal_government,aq_chief_1034,d_fufang
c_fangzhou_1,aq_sinitic,aq_chu,aq_faith_chinese,tribal_government,aq_chief_1035,d_xiangdeng
c_fanhe,aq_sinitic,aq_sinitic,aq_faith_chinese,tribal_government,aq_chief_1036,d_hexi
c_fante,aq_forest_african,aq_forest_african,west_african_roog_pagan,tribal_government,aq_chief_1037,d_ashanti
c_farafra,egyptian,egyptian,aq_faith_kemetic,tribal_government,aq_chief_1038,d_al-wahat
c_farah,persian,persian,mazdayasna,tribal_government,aq_chief_1039,d_sistan
c_farama,egyptian,egyptian,aq_faith_kemetic,tribal_government,aq_chief_1040,k_aq_egypt
c_faras,aq_kushite,aq_kushite,kushitism_pagan,tribal_government,aq_chief_1041,d_nobatia
c_farava,aq_bactrian,aq_parthian_early,mazdayasna,tribal_government,aq_chief_1042,d_nasa
c_faro,aq_celtician,aq_celtician,aq_faith_celtic,tribal_government,aq_chief_1043,0
c_fayyum,egyptian,egyptian,aq_faith_kemetic,tribal_government,aq_chief_1044,d_cairo
c_fazaz,aq_maurian,aq_maurian,aq_faith_libyan,tribal_government,aq_chief_1045,d_marrakesh
c_fazughli,aq_kushite,aq_kushite,kushitism_pagan,tribal_government,aq_chief_1046,d_sennar
c_feher,aq_dacian,aq_dacian,aq_faith_zalmonian,tribal_government,aq_chief_1047,d_transylvania
c_fellata,aq_central_african,aq_central_african,west_african_bori_pagan,tribal_government,aq_chief_1048,d_wadai
c_fengxiang,aq_sinitic,aq_qin,aq_faith_chinese,tribal_government,aq_chief_1049,k_aq_qin
c_fengzhou,aq_sinitic,aq_sinitic,aq_faith_chinese,tribal_government,aq_chief_1050,d_xingfeng
c_fenzhou,aq_sinitic,aq_zhao,aq_faith_chinese,tribal_government,aq_chief_1051,d_hedong
c_ferghana,aq_sogdian,aq_haumavarga,mazdayasna,tribal_government,aq_chief_1052,0
c_fermo,aq_senonian,aq_senonian,aq_faith_celtic,tribal_government,aq_chief_1053,d_ancona
c_ferrara,aq_italic,aq_italic,aq_faith_italic,tribal_government,aq_chief_1054,d_romagna
c_fes,aq_maurian,aq_maurian,aq_faith_libyan,tribal_government,aq_chief_1055,0
c_fetegar,aq_ethiopian,aq_ethiopian,aq_faith_african,tribal_government,aq_chief_1056,0
c_fife,aq_caledonian,aq_caledonian,aq_faith_celtic,tribal_government,aq_chief_1057,d_albany
c_figuig,aq_numidian_masaesylian,aq_numidian_masaesylian,aq_faith_libyan,tribal_government,aq_chief_1058,d_tahert
c_fika,aq_central_african,aq_central_african,west_african_bori_pagan,tribal_government,aq_chief_1059,0
c_finland,aq_finnic,aq_finnic,finnish_pagan,tribal_government,aq_chief_1060,0
c_finnveden,aq_gautish,aq_gautish,aq_faith_germanic,tribal_government,aq_chief_1061,0
c_firabr,aq_sogdian,aq_sogdian,mazdayasna,tribal_government,aq_chief_1062,d_soghd
c_firaun,egyptian,egyptian,aq_faith_kemetic,tribal_government,aq_chief_1063,d_sinai
c_firdafylki,aq_germanic,aq_rani_early,aq_faith_germanic,tribal_government,aq_chief_1064,0
c_firenze,aq_etruscan,aq_etruscan,aq_faith_etruscan,tribal_government,aq_etruria,0
c_fitri,aq_central_african,aq_central_african,west_african_bori_pagan,tribal_government,aq_chief_1066,d_wadai
c_fogaras,aq_dacian,aq_dacian,aq_faith_zalmonian,tribal_government,aq_chief_1067,d_transylvania
c_foggia,aq_daunian,aq_daunian,aq_faith_italic,tribal_government,aq_chief_1068,d_benevento
c_foix,aq_volcian,aq_volcian,aq_faith_celtic,tribal_government,aq_chief_1069,d_languedoc
c_forcalquier,aq_saluvian,aq_saluvian,aq_faith_celtic,tribal_government,aq_chief_1070,0
c_forez,aq_allobrogian,aq_allobrogian,aq_faith_celtic,tribal_government,aq_chief_1071,0
c_fraga,aq_edetanian,aq_edetanian,aq_faith_iberian,tribal_government,aq_chief_1072,d_aragon
c_frankfurt,aq_suebian,aq_marcomannic_early,aq_faith_germanic,tribal_government,aq_chief_1073,d_west_franconia
c_freistadt,aq_noric,aq_noric,aq_faith_celtic,tribal_government,aq_chief_1074,d_osterreich
c_french_leon,aq_venetian_gaul,aq_venetian_gaul,aq_faith_celtic,tribal_government,aq_chief_1075,d_brittany
c_frisia,aq_chaucan,aq_chaucan,aq_faith_germanic,tribal_government,aq_chief_1076,d_frisia
c_friuli,aq_carnian,aq_carnian,aq_faith_celtic,tribal_government,aq_chief_1077,d_friuli
c_frontenhausen,aq_vindelician,aq_vindelician,aq_faith_celtic,tribal_government,aq_chief_1078,d_bavaria
c_fudalhi,aq_cushitic,aq_cushitic,aq_faith_african,tribal_government,aq_chief_1079,d_samalo
c_fuerteventura,aq_maurian,aq_maurian,aq_faith_libyan,tribal_government,aq_chief_1080,d_canarias
c_fulda,aq_suebian,aq_chattian,aq_faith_germanic,tribal_government,aq_chief_1081,0
c_funing,aq_baiyue,aq_minyue,aq_faith_asian,tribal_government,aq_chief_1082,0
c_fuqi,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_1083,d_tuyuhun
c_furstenberg,aq_vindelician,aq_vindelician,aq_faith_celtic,tribal_government,aq_chief_1084,d_swabia
c_futa_jalon,aq_west_african,aq_west_african,west_african_pagan,tribal_government,aq_chief_1085,0
c_fuzhou,aq_sinitic,aq_zhou,aq_faith_chinese,tribal_government,aq_chief_1086,d_xinan
c_fuzhou_1,aq_baiyue,aq_minyue,aq_faith_asian,tribal_government,aq_chief_1087,d_weiwu
c_fuzhou_2,aq_sinitic,aq_chu,aq_faith_chinese,tribal_government,aq_chief_1088,d_jiangxi
c_fuzhou_3,aq_sinitic,aq_chu,aq_faith_chinese,tribal_government,aq_chief_1089,d_jingnan
c_fuzhou_4,aq_sinitic,aq_ba,aq_faith_chinese,tribal_government,aq_chief_1090,0
c_fuzhou_5,aq_sinitic,aq_qiang_early,aq_faith_himalayan,tribal_government,aq_chief_1091,k_aq_qin
c_fyn,aq_harudian,aq_harudian,aq_faith_germanic,tribal_government,aq_chief_1092,0
c_gabal,aq_cushitic,aq_cushitic,aq_faith_african,tribal_government,aq_chief_1093,d_dawaro
c_gabes,aq_punic,aq_punic,aq_faith_punic,tribal_government,aq_chief_1094,k_aq_carthage
c_gacka,aq_liburnian,aq_liburnian,aq_faith_balkan,tribal_government,aq_chief_1095,d_croatia
c_gaeseong,aq_korean,aq_korean,aq_faith_asian,tribal_government,aq_chief_1096,0
c_gafat,aq_ethiopian,aq_ethiopian,aq_faith_african,tribal_government,aq_chief_1097,d_gojjam
c_galam,aq_west_african,aq_west_african,west_african_pagan,tribal_government,aq_chief_1098,0
c_galati,aq_getian,aq_getian,aq_faith_zalmonian,tribal_government,aq_chief_1099,d_moldova
c_galatia,aq_phrygian,aq_phrygian,aq_faith_matar,tribal_government,aq_chief_1100,d_bucellaria
c_galatia_salutaris,aq_lycaonian,aq_lycaonian,aq_faith_sandas,tribal_government,aq_chief_1101,d_anatolia
c_galloway,aq_novantian,aq_novantian,aq_faith_celtic,tribal_government,aq_chief_1102,d_galloway
c_gallura,aq_nuragic,aq_nuragic,aq_faith_nuragic,tribal_government,aq_chief_1103,d_sardinia
c_gamo,aq_ethiopian,aq_ethiopian,aq_faith_african,tribal_government,aq_chief_1104,0
c_ganale,aq_cushitic,aq_cushitic,aq_faith_african,tribal_government,aq_chief_1105,0
c_gangaran,aq_west_african,aq_west_african,west_african_pagan,tribal_government,aq_chief_1106,d_bambuk
c_ganzhou,aq_sinitic,aq_yuezhi_early,aq_faith_steppe,nomad_government,aq_chief_1107,0
c_gao,aq_west_african,aq_west_african,west_african_pagan,tribal_government,aq_chief_1108,d_kawkaw
c_gaozhou,aq_baiyue,aq_nanyue_early,aq_faith_asian,tribal_government,aq_chief_1109,0
c_gar,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_1110,0
c_garabogazkol,aq_saka,aq_dahaean,aq_faith_steppe,nomad_government,aq_chief_1111,d_garabogazkol
c_garco,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_1112,d_conyi
c_garkung,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_1113,d_conyi
c_garoua,aq_central_african,aq_central_african,west_african_bori_pagan,tribal_government,aq_chief_1114,d_wandala
c_garumele,aq_central_african,aq_central_african,west_african_bori_pagan,tribal_government,aq_chief_1115,d_bornu
c_garwhal,aq_kirata,aq_kirata,aq_faith_himalayan,tribal_government,aq_chief_1116,d_kurmanchal
c_garze,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_1117,d_dege
c_gastrikland,aq_suionian,aq_suionian,aq_faith_germanic,tribal_government,aq_chief_1118,d_svealand
c_gatsuurgazar,aq_steppe_eastern,aq_steppe_eastern,aq_faith_asian,nomad_government,aq_chief_1119,0
c_gauda,aq_pundra,aq_pundra,aq_faith_yaksha_naga,tribal_government,aq_chief_1120,d_gauda
c_gauldala,aq_germanic,aq_trondish_early,aq_faith_germanic,tribal_government,aq_chief_1121,d_dalir
c_gaya,aq_magadhan,aq_magadhan,aq_faith_buddha,tribal_government,aq_chief_1122,d_magadha
c_geba,aq_west_african,aq_west_african,west_african_pagan,tribal_government,aq_chief_1123,0
c_gegyai,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_1124,d_ngari
c_geisenhausen,aq_vindelician,aq_vindelician,aq_faith_celtic,tribal_government,aq_chief_1125,d_bavaria
c_gemer,aq_gaulish,aq_gaulish,aq_faith_celtic,tribal_government,aq_chief_1126,d_nyitra
c_geneva,aq_allobrogian,aq_allobrogian,aq_faith_celtic,tribal_government,aq_chief_1127,d_savoie
c_genoa,aq_ligurian,aq_ligurian,aq_faith_ligurian,tribal_government,aq_chief_1128,0
c_germa,aq_garamantian,aq_garamantian,aq_faith_libyan,tribal_government,aq_chief_1129,0
c_gerqen,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_1130,d_tuyuhun
c_gerze,aq_tibetan,aq_tibetan,bon,tribal_government,aq_chief_1131,d_ngari
c_gevaudan,aq_volcian,aq_volcian,aq_faith_celtic,tribal_government,aq_chief_1132,0
c_gezira,aq_kushite,aq_kushite,kushitism_pagan,tribal_government,aq_chief_1133,d_alwa
c_ghadames,aq_gaetulian,aq_gaetulian,aq_faith_libyan,tribal_government,aq_chief_1134,d_jerid
c_gharb,aq_maurian,aq_maurian,aq_faith_libyan,tribal_government,aq_chief_1135,d_fes
c_ghardaia,aq_gaetulian,aq_gaetulian,aq_faith_libyan,tribal_government,aq_chief_1136,d_mzab
c_ghardaman,aq_sogdian,aq_chorasmian,mazdayasna,tribal_government,aq_chief_1137,d_khorezm
c_ghat,aq_garamantian,aq_garamantian,aq_faith_libyan,tribal_government,aq_chief_1138,d_ghat
c_ghazna,aq_bactrian,aq_bactrian,mazdayasna,tribal_government,aq_chief_1139,k_aq_persia_kabulistan
c_ghazza,aq_aramaic,aq_aramaic,aq_faith_mesopotamian,tribal_government,aq_chief_1140,d_palestine
c_ghazzal,aq_central_african,aq_central_african,west_african_bori_pagan,tribal_government,aq_chief_1141,d_wadai
c_ghulja,aq_saka,aq_tigraxauda,aq_faith_steppe,nomad_government,aq_chief_1142,0
c_ghur,aq_bactrian,aq_arian_early,mazdayasna,tribal_government,aq_chief_1143,k_aq_persia_khorasan
c_gidaya,aq_cushitic,aq_cushitic,aq_faith_african,tribal_government,aq_chief_1144,d_shabelle
c_gilan,persian,aq_cadusian,mazdayasna,tribal_government,aq_chief_1145,k_aq_persia_daylam
c_gilgit,aq_kambojan,aq_kambojan,aq_faith_steppe,tribal_government,aq_chief_1146,0
c_girona,aq_ilercavonian,aq_ilercavonian,aq_faith_iberian,tribal_government,aq_chief_1147,d_barcelona
c_giurgiu,aq_getian,aq_getian,aq_faith_zalmonian,tribal_government,aq_chief_1148,d_muntenia
c_giza,egyptian,egyptian,aq_faith_kemetic,tribal_government,aq_chief_1149,d_cairo
c_glamorgan,aq_demetian,aq_demetian,aq_faith_celtic,tribal_government,aq_chief_1150,d_deheubarth
c_glazov,aq_uralic,aq_uralic,finnish_pagan,tribal_government,aq_chief_1151,0
c_gleichenstein,aq_suebian,aq_hermundurian,aq_faith_germanic,tribal_government,aq_chief_1152,0
c_gloucestershire,aq_dobunnian,aq_dobunnian,aq_faith_celtic,tribal_government,aq_chief_1153,d_gloucester
c_gnezdovo,aq_slavic,aq_dnieper_upper,slavic_pagan,tribal_government,aq_chief_1154,0
