county,old_culture,culture,faith,ruler,ruler_culture
c_dondan_oilik,aq_tocharian,aq_tocharian,aq_faith_steppe,aq_chief_929,aq_tocharian
c_dong_si_mahosot,aq_mon_khmer,aq_mon_khmer,aq_faith_asian,aq_chief_930,aq_mon_khmer
c_dongchuan,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_931,aq_baiyue
c_dongguan,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_932,aq_baiyue
c_dongju,aq_korean,aq_korean,aq_faith_asian,aq_chief_933,aq_korean
c_dongola,aq_kushite,aq_kushite,kushitism_pagan,aq_chief_934,aq_kushite
c_donjikraji,aq_illyrian,aq_delmatian,aq_faith_balkan,aq_chief_935,aq_delmatian
c_dorohoi,aq_daco_getic,aq_getian,aq_faith_zalmonian,aq_chief_936,aq_getian
c_dorohychyn,aq_slavic,aq_slavic,slavic_pagan,aq_chief_937,aq_slavic
c_dorostorum,aq_thracian,aq_triballian,aq_faith_balkan,aq_chief_938,aq_triballian
c_dorpat,aq_finnic,aq_finnic,finnish_pagan,aq_chief_939,aq_finnic
c_dorset,aq_brythonic,aq_dumnonian,aq_faith_celtic,aq_chief_940,aq_dumnonian
c_dortmund,aq_germanic,aq_treverian,aq_faith_celtic,aq_chief_941,aq_treverian
c_doti,aq_himalayan,aq_kirata,aq_faith_himalayan,aq_chief_942,aq_kirata
c_doudleby,aq_gaulish,aq_boian_danube,aq_faith_celtic,aq_chief_943,aq_boian_danube
c_draa,aq_berber,aq_maurian,aq_faith_libyan,aq_chief_944,aq_maurian
c_dresden,aq_slavic,aq_slavic,slavic_pagan,aq_chief_945,aq_slavic
c_duanzhou,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_946,aq_baiyue
c_dublin,aq_goidelic,aq_eblanian,aq_faith_celtic,aq_chief_947,aq_eblanian
c_dubrovytsia,aq_slavic,aq_slavic,slavic_pagan,aq_chief_948,aq_slavic
c_duklja,aq_illyrian,aq_ardiaean,aq_faith_balkan,aq_chief_949,aq_ardiaean
c_dunbar,aq_pictish,aq_votadinian,aq_faith_celtic,aq_chief_950,aq_votadinian
c_dunhuang,aq_tocharian,aq_tocharian,aq_faith_steppe,aq_chief_951,aq_tocharian
c_duqm,aq_arabian,aq_arabian,aq_faith_arabian,aq_chief_952,aq_arabian
c_durham,aq_brythonic,aq_votadinian,aq_faith_celtic,aq_chief_953,aq_votadinian
c_durne,aq_germanic,aq_suebian,aq_faith_germanic,aq_chief_954,aq_suebian
c_durovka,aq_uralic,aq_uralic,finnish_pagan,aq_chief_955,aq_uralic
c_duvan,aq_uralic,aq_uralic,finnish_pagan,aq_chief_956,aq_uralic
c_dvaraka,aq_indo_aryan,aq_anarta,aq_faith_samavedic,aq_chief_957,aq_anarta
c_dvin,aq_armenian,aq_armenian,aq_faith_anatolian,aq_chief_958,aq_armenian
c_dyamare,aq_west_african,aq_west_african,west_african_pagan,aq_chief_959,aq_west_african
c_dyrrachion,aq_illyrian,aq_taulantian,aq_faith_balkan,aq_illyria,aq_illyrian
c_dyulaso,aq_forest_african,aq_forest_african,west_african_roog_pagan,aq_chief_961,aq_forest_african
c_east-tokharestan,aq_bactrian,aq_bactrian,mazdayasna,aq_chief_962,aq_bactrian
c_east_darfur,aq_central_african,aq_central_african,west_african_bori_pagan,aq_chief_963,aq_central_african
c_east_kiilt,aq_sami,aq_sami,finnish_pagan,aq_chief_964,aq_sami
c_east_riding,aq_brythonic,aq_brigantian,aq_faith_celtic,aq_chief_965,aq_brigantian
c_eastern_tannu,aq_tagar,aq_tagar,aq_faith_steppe,aq_chief_966,aq_tagar
c_ebi-nor,aq_saka,aq_saka,aq_faith_steppe,aq_chief_967,aq_saka
c_echigo,aq_jomon,aq_jomon,aq_faith_asian,aq_chief_968,aq_jomon
c_echizen,aq_jomon,aq_jomon,aq_faith_asian,aq_chief_969,aq_jomon
c_edd,aq_cushitic,aq_cushitic,aq_faith_african,aq_chief_970,aq_cushitic
c_edessa,aq_aramaic,aq_aramaic,aq_faith_mesopotamian,aq_chief_971,aq_aramaic
c_edo,aq_forest_african,aq_forest_african,west_african_roog_pagan,aq_chief_972,aq_forest_african
c_eghiz_kara,aq_saka,aq_saka,aq_faith_steppe,aq_chief_973,aq_saka
c_eichstadt,aq_gaulish,aq_boian_danube,aq_faith_celtic,aq_chief_974,aq_boian_danube
c_el_fasher,aq_central_african,aq_central_african,west_african_bori_pagan,aq_chief_975,aq_central_african
c_el_waak,aq_cushitic,aq_cushitic,aq_faith_african,aq_chief_976,aq_cushitic
c_elabuga,aq_uralic,aq_uralic,finnish_pagan,aq_chief_977,aq_uralic
c_eleila,aq_kushite,aq_kushite,kushitism_pagan,aq_chief_978,aq_kushite
c_elvas,aq_iberian,aq_lusitanian,aq_faith_lusitanian,aq_chief_979,aq_lusitanian
c_em_akhulun,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_980,aq_steppe_eastern
c_em_dadaels,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_981,aq_steppe_eastern
c_em_dutulun,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_982,aq_steppe_eastern
c_em_gobidada,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_983,aq_steppe_eastern
c_em_hepung,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_984,aq_steppe_eastern
c_em_karakopi,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_985,aq_steppe_eastern
c_em_khartereg,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_986,aq_steppe_eastern
c_em_kherulendada,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_987,aq_steppe_eastern
c_em_zhen,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_988,aq_steppe_eastern
c_eman_amgun,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_989,aq_tungusic
c_eman_beihean,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_990,aq_tungusic
c_eman_birija,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_991,aq_tungusic
c_eman_boli,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_992,aq_tungusic
c_eman_choripi,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_993,aq_tungusic
c_eman_heishuiyang,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_994,aq_tungusic
c_eman_kerin,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_995,aq_tungusic
c_eman_khadul,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_996,aq_tungusic
c_eman_mohean,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_997,aq_tungusic
c_eman_molihewen,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_998,aq_tungusic
c_eman_murkonno,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_999,aq_tungusic
c_eman_nimen,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1000,aq_tungusic
c_eman_nurgan,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1001,aq_tungusic
c_eman_tudali,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1002,aq_tungusic
c_eman_tugur,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1003,aq_tungusic
c_eman_turma,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1004,aq_tungusic
c_eman_urehokto,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1005,aq_tungusic
c_eman_urmi,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1006,aq_tungusic
c_eman_vanda,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1007,aq_tungusic
c_eman_wuguihai,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1008,aq_tungusic
c_eman_yam_alin,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1009,aq_tungusic
c_eman_yerenhe,aq_tungusic,aq_tungusic,tengri_pagan,aq_chief_1010,aq_tungusic
c_emil,aq_saka,aq_saka,aq_faith_steppe,aq_chief_1011,aq_saka
c_ennis,aq_goidelic,aq_ivernian,aq_faith_celtic,aq_chief_1012,aq_ivernian
c_enzhou,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_1013,aq_baiyue
c_epeiros,aq_hellenic,aq_hellenic,hellenic_pagan,aq_epirus,aq_hellenic
c_eranad,aq_dravidian,aq_chera,aq_faith_murukan,aq_chief_1015,aq_chera
c_erbach,aq_germanic,aq_suebian,aq_faith_germanic,aq_chief_1016,aq_suebian
c_eschenlohe,aq_gaulish,aq_vindelician,aq_faith_celtic,aq_chief_1017,aq_vindelician
c_essex,aq_brythonic,aq_trinovantian,aq_faith_celtic,aq_chief_1018,aq_trinovantian
c_esztergom,aq_gaulish,aq_gaulish,aq_faith_celtic,aq_chief_1019,aq_gaulish
c_etchu,aq_jomon,aq_jomon,aq_faith_asian,aq_chief_1020,aq_jomon
c_eu,aq_gaulish,aq_aulercian,aq_faith_celtic,aq_chief_1021,aq_aulercian
c_euboea,aq_hellenic,aq_hellenic,hellenic_pagan,aq_chief_1022,aq_hellenic
c_euchaita,aq_anatolian,aq_cappadocian,aq_faith_ma,aq_chief_1023,aq_cappadocian
c_evreux,aq_gaulish,aq_aulercian,aq_faith_celtic,aq_chief_1024,aq_aulercian
c_ewaso_ngiro,aq_bantu,aq_bantu,aq_faith_african,aq_chief_1025,aq_bantu
c_ewe,aq_forest_african,aq_forest_african,west_african_roog_pagan,aq_chief_1026,aq_forest_african
c_eystridalir,aq_germanic,aq_germanic,aq_faith_germanic,aq_chief_1027,aq_germanic
c_ezhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1028,aq_sinitic
c_faereyar,aq_germanic,aq_germanic,aq_faith_germanic,aq_chief_1029,aq_germanic
c_fafan,aq_cushitic,aq_cushitic,aq_faith_african,aq_chief_1030,aq_cushitic
c_falaj,aq_arabian,aq_arabian,aq_faith_arabian,aq_chief_1031,aq_arabian
c_falkenstein,aq_gaulish,aq_vindelician,aq_faith_celtic,aq_chief_1032,aq_vindelician
c_famagusta,aq_hellenic,aq_hellenic,hellenic_pagan,aq_chief_1033,aq_hellenic
c_fangzhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1034,aq_sinitic
c_fangzhou_1,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1035,aq_sinitic
c_fanhe,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1036,aq_sinitic
c_fante,aq_forest_african,aq_forest_african,west_african_roog_pagan,aq_chief_1037,aq_forest_african
c_farafra,aq_egyptian,aq_egyptian,aq_faith_kemetic,aq_chief_1038,aq_egyptian
c_farah,aq_persian,aq_persian,mazdayasna,aq_chief_1039,aq_persian
c_farama,aq_egyptian,aq_egyptian,aq_faith_kemetic,aq_chief_1040,aq_egyptian
c_faras,aq_kushite,aq_kushite,kushitism_pagan,aq_chief_1041,aq_kushite
c_farava,aq_bactrian,aq_bactrian,mazdayasna,aq_chief_1042,aq_bactrian
c_faro,aq_iberian,aq_celtician,aq_faith_celtic,aq_chief_1043,aq_celtician
c_fayyum,aq_egyptian,aq_egyptian,aq_faith_kemetic,aq_chief_1044,aq_egyptian
c_fazaz,aq_berber,aq_maurian,aq_faith_libyan,aq_chief_1045,aq_maurian
c_fazughli,aq_kushite,aq_kushite,kushitism_pagan,aq_chief_1046,aq_kushite
c_feher,aq_gaulish,aq_dacian,aq_faith_zalmonian,aq_chief_1047,aq_dacian
c_fellata,aq_central_african,aq_central_african,west_african_bori_pagan,aq_chief_1048,aq_central_african
c_fengxiang,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1049,aq_sinitic
c_fengzhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1050,aq_sinitic
c_fenzhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1051,aq_sinitic
c_ferghana,aq_sogdian,aq_sogdian,mazdayasna,aq_chief_1052,aq_sogdian
c_fermo,aq_italic,aq_senonian,aq_faith_celtic,aq_chief_1053,aq_senonian
c_ferrara,aq_italic,aq_italic,aq_faith_italic,aq_chief_1054,aq_italic
c_fes,aq_berber,aq_maurian,aq_faith_libyan,aq_chief_1055,aq_maurian
c_fetegar,aq_ethiopian,aq_ethiopian,aq_faith_african,aq_chief_1056,aq_ethiopian
c_fife,aq_pictish,aq_caledonian,aq_faith_celtic,aq_chief_1057,aq_caledonian
c_figuig,aq_berber,aq_numidian_masaesylian,aq_faith_libyan,aq_chief_1058,aq_numidian_masaesylian
c_fika,aq_central_african,aq_central_african,west_african_bori_pagan,aq_chief_1059,aq_central_african
c_finland,aq_finnic,aq_finnic,finnish_pagan,aq_chief_1060,aq_finnic
c_finnveden,aq_germanic,aq_gautish,aq_faith_germanic,aq_chief_1061,aq_gautish
c_firabr,aq_sogdian,aq_sogdian,mazdayasna,aq_chief_1062,aq_sogdian
c_firaun,aq_egyptian,aq_egyptian,aq_faith_kemetic,aq_chief_1063,aq_egyptian
c_firdafylki,aq_germanic,aq_germanic,aq_faith_germanic,aq_chief_1064,aq_germanic
c_firenze,aq_etruscan,aq_etruscan,aq_faith_etruscan,aq_etruria,aq_etruscan
c_fitri,aq_central_african,aq_central_african,west_african_bori_pagan,aq_chief_1066,aq_central_african
c_fogaras,aq_gaulish,aq_dacian,aq_faith_zalmonian,aq_chief_1067,aq_dacian
c_foggia,aq_italic,aq_daunian,aq_faith_italic,aq_chief_1068,aq_daunian
c_foix,aq_gaulish,aq_volcian,aq_faith_celtic,aq_chief_1069,aq_volcian
c_forcalquier,aq_gaulish,aq_saluvian,aq_faith_celtic,aq_chief_1070,aq_saluvian
c_forez,aq_gaulish,aq_allobrogian,aq_faith_celtic,aq_chief_1071,aq_allobrogian
c_fraga,aq_iberian,aq_edetanian,aq_faith_iberian,aq_chief_1072,aq_edetanian
c_frankfurt,aq_germanic,aq_suebian,aq_faith_germanic,aq_chief_1073,aq_suebian
c_freistadt,aq_gaulish,aq_noric,aq_faith_celtic,aq_chief_1074,aq_noric
c_french_leon,aq_gaulish,aq_venetian_gaul,aq_faith_celtic,aq_chief_1075,aq_venetian_gaul
c_frisia,aq_germanic,aq_chaucan,aq_faith_germanic,aq_chief_1076,aq_chaucan
c_friuli,aq_venetic,aq_carnian,aq_faith_celtic,aq_chief_1077,aq_carnian
c_frontenhausen,aq_gaulish,aq_vindelician,aq_faith_celtic,aq_chief_1078,aq_vindelician
c_fudalhi,aq_cushitic,aq_cushitic,aq_faith_african,aq_chief_1079,aq_cushitic
c_fuerteventura,aq_guanche,aq_maurian,aq_faith_libyan,aq_chief_1080,aq_maurian
c_fulda,aq_germanic,aq_suebian,aq_faith_germanic,aq_chief_1081,aq_suebian
c_funing,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_1082,aq_baiyue
c_fuqi,aq_tibetan,aq_tibetan,bon,aq_chief_1083,aq_tibetan
c_furstenberg,aq_gaulish,aq_vindelician,aq_faith_celtic,aq_chief_1084,aq_vindelician
c_futa_jalon,aq_west_african,aq_west_african,west_african_pagan,aq_chief_1085,aq_west_african
c_fuzhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1086,aq_sinitic
c_fuzhou_1,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_1087,aq_baiyue
c_fuzhou_2,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1088,aq_sinitic
c_fuzhou_3,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1089,aq_sinitic
c_fuzhou_4,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1090,aq_sinitic
c_fuzhou_5,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1091,aq_sinitic
c_fyn,aq_germanic,aq_harudian,aq_faith_germanic,aq_chief_1092,aq_harudian
c_gabal,aq_cushitic,aq_cushitic,aq_faith_african,aq_chief_1093,aq_cushitic
c_gabes,aq_punic,aq_punic,aq_faith_punic,aq_chief_1094,aq_punic
c_gacka,aq_illyrian,aq_liburnian,aq_faith_balkan,aq_chief_1095,aq_liburnian
c_gaeseong,aq_korean,aq_korean,aq_faith_asian,aq_chief_1096,aq_korean
c_gafat,aq_ethiopian,aq_ethiopian,aq_faith_african,aq_chief_1097,aq_ethiopian
c_galam,aq_west_african,aq_west_african,west_african_pagan,aq_chief_1098,aq_west_african
c_galati,aq_daco_getic,aq_getian,aq_faith_zalmonian,aq_chief_1099,aq_getian
c_galatia,aq_anatolian,aq_phrygian,aq_faith_matar,aq_chief_1100,aq_phrygian
c_galatia_salutaris,aq_anatolian,aq_lycaonian,aq_faith_sandas,aq_chief_1101,aq_lycaonian
c_galloway,aq_pictish,aq_novantian,aq_faith_celtic,aq_chief_1102,aq_novantian
c_gallura,aq_italic,aq_nuragic,aq_faith_nuragic,aq_chief_1103,aq_nuragic
c_gamo,aq_ethiopian,aq_ethiopian,aq_faith_african,aq_chief_1104,aq_ethiopian
c_ganale,aq_cushitic,aq_cushitic,aq_faith_african,aq_chief_1105,aq_cushitic
c_gangaran,aq_west_african,aq_west_african,west_african_pagan,aq_chief_1106,aq_west_african
c_ganzhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1107,aq_sinitic
c_gao,aq_west_african,aq_west_african,west_african_pagan,aq_chief_1108,aq_west_african
c_gaozhou,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_1109,aq_baiyue
c_gar,aq_tibetan,aq_tibetan,bon,aq_chief_1110,aq_tibetan
c_garabogazkol,aq_saka,aq_saka,aq_faith_steppe,aq_chief_1111,aq_saka
c_garco,aq_tibetan,aq_tibetan,bon,aq_chief_1112,aq_tibetan
c_garkung,aq_tibetan,aq_tibetan,bon,aq_chief_1113,aq_tibetan
c_garoua,aq_central_african,aq_central_african,west_african_bori_pagan,aq_chief_1114,aq_central_african
c_garumele,aq_central_african,aq_central_african,west_african_bori_pagan,aq_chief_1115,aq_central_african
c_garwhal,aq_himalayan,aq_kirata,aq_faith_himalayan,aq_chief_1116,aq_kirata
c_garze,aq_tibetan,aq_tibetan,bon,aq_chief_1117,aq_tibetan
c_gastrikland,aq_germanic,aq_suionian,aq_faith_germanic,aq_chief_1118,aq_suionian
c_gatsuurgazar,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1119,aq_steppe_eastern
c_gauda,aq_gangetic,aq_pundra,aq_faith_yaksha_naga,aq_chief_1120,aq_pundra
c_gauldala,aq_germanic,aq_germanic,aq_faith_germanic,aq_chief_1121,aq_germanic
c_gaya,aq_magadhan,aq_magadhan,aq_faith_buddha,aq_chief_1122,aq_magadhan
c_geba,aq_west_african,aq_west_african,west_african_pagan,aq_chief_1123,aq_west_african
c_gegyai,aq_tibetan,aq_tibetan,bon,aq_chief_1124,aq_tibetan
c_geisenhausen,aq_gaulish,aq_vindelician,aq_faith_celtic,aq_chief_1125,aq_vindelician
c_gemer,aq_gaulish,aq_gaulish,aq_faith_celtic,aq_chief_1126,aq_gaulish
c_geneva,aq_gaulish,aq_allobrogian,aq_faith_celtic,aq_chief_1127,aq_allobrogian
c_genoa,aq_italic,aq_ligurian,aq_faith_ligurian,aq_chief_1128,aq_ligurian
c_germa,aq_saharan,aq_garamantian,aq_faith_libyan,aq_chief_1129,aq_garamantian
c_gerqen,aq_tibetan,aq_tibetan,bon,aq_chief_1130,aq_tibetan
c_gerze,aq_tibetan,aq_tibetan,bon,aq_chief_1131,aq_tibetan
c_gevaudan,aq_gaulish,aq_volcian,aq_faith_celtic,aq_chief_1132,aq_volcian
c_gezira,aq_kushite,aq_kushite,kushitism_pagan,aq_chief_1133,aq_kushite
c_ghadames,aq_berber,aq_gaetulian,aq_faith_libyan,aq_chief_1134,aq_gaetulian
c_gharb,aq_berber,aq_maurian,aq_faith_libyan,aq_chief_1135,aq_maurian
c_ghardaia,aq_berber,aq_gaetulian,aq_faith_libyan,aq_chief_1136,aq_gaetulian
c_ghardaman,aq_sogdian,aq_sogdian,mazdayasna,aq_chief_1137,aq_sogdian
c_ghat,aq_saharan,aq_garamantian,aq_faith_libyan,aq_chief_1138,aq_garamantian
c_ghazna,aq_bactrian,aq_bactrian,mazdayasna,aq_chief_1139,aq_bactrian
c_ghazza,aq_aramaic,aq_aramaic,aq_faith_mesopotamian,aq_chief_1140,aq_aramaic
c_ghazzal,aq_central_african,aq_central_african,west_african_bori_pagan,aq_chief_1141,aq_central_african
c_ghulja,aq_saka,aq_saka,aq_faith_steppe,aq_chief_1142,aq_saka
c_ghur,aq_bactrian,aq_bactrian,mazdayasna,aq_chief_1143,aq_bactrian
c_gidaya,aq_cushitic,aq_cushitic,aq_faith_african,aq_chief_1144,aq_cushitic
c_gilan,aq_persian,aq_persian,mazdayasna,aq_chief_1145,aq_persian
c_gilgit,aq_indo_aryan,aq_kambojan,aq_faith_steppe,aq_chief_1146,aq_kambojan
c_girona,aq_iberian,aq_ilercavonian,aq_faith_iberian,aq_chief_1147,aq_ilercavonian
c_giurgiu,aq_daco_getic,aq_getian,aq_faith_zalmonian,aq_chief_1148,aq_getian
c_giza,aq_egyptian,aq_egyptian,aq_faith_kemetic,aq_chief_1149,aq_egyptian
c_glamorgan,aq_brythonic,aq_demetian,aq_faith_celtic,aq_chief_1150,aq_demetian
c_glazov,aq_uralic,aq_uralic,finnish_pagan,aq_chief_1151,aq_uralic
c_gleichenstein,aq_germanic,aq_suebian,aq_faith_germanic,aq_chief_1152,aq_suebian
c_gloucestershire,aq_brythonic,aq_dobunnian,aq_faith_celtic,aq_chief_1153,aq_dobunnian
c_gnezdovo,aq_slavic,aq_slavic,slavic_pagan,aq_chief_1154,aq_slavic
c_gnieznienska,aq_slavic,aq_slavic,slavic_pagan,aq_chief_1155,aq_slavic
c_goalpara,aq_gangetic,aq_pragjyotisha,aq_faith_yaksha_naga,aq_chief_1156,aq_pragjyotisha
c_gobi_abakhai,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1157,aq_steppe_eastern
c_gobi_abga,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1158,aq_steppe_eastern
c_gobi_dorngovi,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1159,aq_steppe_eastern
c_gobi_gurvan_saikhan,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1160,aq_steppe_eastern
c_gobi_maominggan,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1161,aq_steppe_eastern
c_gobi_ongi_gol,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1162,aq_steppe_eastern
c_gobi_sonkhot,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1163,aq_steppe_eastern
c_gobi_ulaan_govi,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1164,aq_steppe_eastern
c_gobi_ulaan_nuur,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1165,aq_steppe_eastern
c_gobi_ulaantatar,aq_steppe_eastern,aq_steppe_eastern,tengri_pagan,aq_chief_1166,aq_steppe_eastern
c_gobir,aq_central_african,aq_central_african,west_african_bori_pagan,aq_chief_1167,aq_central_african
c_gode,aq_cushitic,aq_cushitic,aq_faith_african,aq_chief_1168,aq_cushitic
c_godwad,aq_indo_aryan,aq_abhira,aq_faith_yaksha_naga,aq_chief_1169,aq_abhira
c_gojjam,aq_ethiopian,aq_ethiopian,aq_faith_african,aq_chief_1170,aq_ethiopian
c_gokju,aq_korean,aq_korean,aq_faith_asian,aq_chief_1171,aq_korean
c_gola,aq_forest_african,aq_forest_african,west_african_roog_pagan,aq_chief_1172,aq_forest_african
c_golag,aq_tibetan,aq_tibetan,bon,aq_chief_1173,aq_tibetan
c_golaghmuli,aq_indo_aryan,aq_kambojan,aq_faith_steppe,aq_chief_1174,aq_kambojan
c_golden_hills,aq_scythian,aq_scythian,aq_faith_steppe,aq_chief_1175,aq_scythian
c_gomoco,aq_tibetan,aq_tibetan,bon,aq_chief_1176,aq_tibetan
c_gondo,aq_west_african,aq_west_african,west_african_pagan,aq_chief_1177,aq_west_african
c_gongbo,aq_tibetan,aq_tibetan,bon,aq_chief_1178,aq_tibetan
c_gongju,aq_korean,aq_korean,aq_faith_asian,aq_chief_1179,aq_korean
c_gongzhou,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_1180,aq_baiyue
c_gonja,aq_forest_african,aq_forest_african,west_african_roog_pagan,aq_chief_1181,aq_forest_african
c_gonjo,aq_tibetan,aq_tibetan,bon,aq_chief_1182,aq_tibetan
c_gorlitz,aq_slavic,aq_slavic,slavic_pagan,aq_chief_1183,aq_slavic
c_gorz,aq_venetic,aq_carnian,aq_faith_celtic,aq_chief_1184,aq_carnian
c_goseong,aq_korean,aq_korean,aq_faith_asian,aq_chief_1185,aq_korean
c_gostyninska,aq_slavic,aq_slavic,slavic_pagan,aq_chief_1186,aq_slavic
c_gottingen,aq_germanic,aq_suebian,aq_faith_germanic,aq_chief_1187,aq_suebian
c_gowrie,aq_pictish,aq_caledonian,aq_faith_celtic,aq_chief_1188,aq_caledonian
c_granada,aq_iberian,aq_bastetanian,aq_faith_iberian,aq_chief_1189,aq_bastetanian
c_graz,aq_gaulish,aq_tauriscian,aq_faith_celtic,aq_chief_1190,aq_tauriscian
c_grebo,aq_forest_african,aq_forest_african,west_african_roog_pagan,aq_chief_1191,aq_forest_african
c_grisons,aq_gaulish,aq_rhaetian,aq_faith_rhaetian,aq_chief_1192,aq_rhaetian
c_grobin,aq_baltic,aq_baltic,baltic_pagan,aq_chief_1193,aq_baltic
c_grodno,aq_slavic,aq_slavic,slavic_pagan,aq_chief_1194,aq_slavic
c_groningen,aq_germanic,aq_chaucan,aq_faith_germanic,aq_chief_1195,aq_chaucan
c_grunberg,aq_slavic,aq_slavic,slavic_pagan,aq_chief_1196,aq_slavic
c_grunningen,aq_gaulish,aq_vindelician,aq_faith_celtic,aq_chief_1197,aq_vindelician
c_guangde,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1198,aq_sinitic
c_guangwu,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1199,aq_sinitic
c_guangzhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1200,aq_sinitic
c_guangzhou_1,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_1201,aq_baiyue
c_guazhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1202,aq_sinitic
c_gudbrandsdalir,aq_germanic,aq_germanic,aq_faith_germanic,aq_chief_1203,aq_germanic
c_guelders,aq_germanic,aq_chaucan,aq_faith_germanic,aq_chief_1204,aq_chaucan
c_guemju,aq_korean,aq_korean,aq_faith_asian,aq_chief_1205,aq_korean
c_guidimaka,aq_west_african,aq_west_african,west_african_pagan,aq_chief_1206,aq_west_african
c_guile,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_1207,aq_baiyue
c_guines,aq_gaulish,aq_menapian,aq_faith_celtic,aq_chief_1208,aq_menapian
c_guiyang,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1209,aq_sinitic
c_guizhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1210,aq_sinitic
c_guizhou_1,aq_baiyue,aq_baiyue,aq_faith_asian,aq_chief_1211,aq_baiyue
c_guizhou_2,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1212,aq_sinitic
c_gumuz,aq_kushite,aq_kushite,kushitism_pagan,aq_chief_1213,aq_kushite
c_guozhou,aq_sinitic,aq_sinitic,aq_faith_chinese,aq_chief_1214,aq_sinitic
