county_id,source_county_name,implemented_county_name,de_jure_duchy,de_jure_kingdom,top_realm,holder,government,source_basis
c_bizen,Bizen,Bizen,d_east_sanyodo,k_yamato,c_bizen,aq_chief_582,tribal_government,K
c_bizhou,Bizhou,Bizhou,d_xingyuan,k_aq040_shu,k_aq040_shu,aq_chief_583,tribal_government,K
c_blankenburg,Blankenburg,Semnones,d_anhalt,k_east_francia,c_blankenburg,aq_chief_584,tribal_government,R
c_blekinge,Blekinge,Scandia,d_skane,k_denmark,c_blekinge,aq_chief_585,tribal_government,R
c_blois,Blois,Carnutes,d_berry,k_france,c_blois,aq_chief_586,tribal_government,A/R
c_bochuan,Bozhou,Bozhou,d_qianzhong,k_kuizhou,c_bochuan,aq_chief_587,tribal_government,K
c_bodele,Bodele,Garamantia,d_tibesti,k_sahara,c_bodele,aq_chief_588,tribal_government,R
c_bodrog,Bodrog,Pannonia,d_bacs,k_hungary,c_bodrog,aq_chief_589,tribal_government,R
c_boeotia,Boeotia,Boeotia,d_aq_thebes_athens,k_aq_thebes,k_aq_thebes,aq_thebes,tribal_government,A/R
c_boleslav,Boleslav,Boii,d_bohemia,k_bohemia,c_boleslav,aq_chief_591,tribal_government,R
c_bolghar,Bolghar,Sauromatia,d_volga_bulgaria,k_volga_bulgaria,c_bolghar,aq_chief_592,tribal_government,R
c_bologna,Bologna,Felsina,d_romagna,k_romagna,c_bologna,aq_chief_593,tribal_government,A/R
c_bombogor,Bombögör,Bombögör,d_ovorkhangai,k_naimania,c_bombogor,aq_chief_594,nomad_government,K
c_bome,Bomê,Bomê,d_boyul,k_kham,c_bome,aq_chief_595,tribal_government,K
c_bonduku,Bonduku,Bonduku,d_gyaman,k_akan,c_bonduku,aq_chief_596,tribal_government,K
c_bono,Bono,Bono,d_brong,k_akan,c_bono,aq_chief_597,tribal_government,K
c_bonoso,Bonoso,Bonoso,d_brong,k_akan,c_bonoso,aq_chief_598,tribal_government,K
c_bordeaux,Bordeaux,Burdigala,d_gascogne,k_france,c_bordeaux,aq_chief_599,tribal_government,A/R
c_bornholm,Bornholm,Scandia,d_skane,k_denmark,c_bornholm,aq_chief_600,tribal_government,R
c_bornu,Bornu,Bornu,d_bornu,k_kanem,c_bornu,aq_chief_601,tribal_government,K
c_boro_burgasu,Boro Burgasu,Saka,d_naiman_gobi,k_dzungaria,c_boro_burgasu,aq_chief_602,nomad_government,R
c_boron,Boron,Boron,d_kong,k_kong,c_boron,aq_chief_603,tribal_government,K
c_borsod,Borsod,Carpathian Celts,d_ungvar,k_hungary,c_borsod,aq_chief_604,tribal_government,R
c_boseong,Boseong,Boseong,d_naju,k_baekje,c_boseong,aq_chief_605,tribal_government,K
c_bost,Bost,Drangiana,d_sistan,k_aq_persia_drangiana,e_aq_persia,aq_chief_606,tribal_government,R
c_bothin,Boðin,Scandia,d_halogaland,k_norway,c_bothin,aq_chief_607,tribal_government,R
c_botum_sakor,Botum Sakor,Botum Sakor,d_angkor_borey,k_funan,c_botum_sakor,aq_chief_608,tribal_government,K
c_boubo,Boubo,Boubo,d_kru,k_guinea,c_boubo,aq_chief_609,tribal_government,K
c_bouillon,Bouillon,Treveri,d_luxembourg,k_lotharingia,c_bouillon,aq_chief_610,tribal_government,R
c_boulogne,Boulogne,Morini,d_flanders,k_france,c_boulogne,aq_chief_611,tribal_government,A/R
c_bourbon,Bourbon,Bituriges Cubi,d_bourbon,k_france,c_bourbon,aq_chief_612,tribal_government,A/R
c_bozhou,Bozhou,Bozhou,d_biansong,k_aq_song,k_aq_song,aq_chief_613,tribal_government,K
c_bozhou_1,Bozhou,Bozhou,d_aq040_aq_zhao_weibo,k_aq_zhao,k_aq_zhao,aq_chief_614,tribal_government,K
c_brabant,Brabant,Nervii,d_brabant,k_lotharingia,c_brabant,aq_chief_615,tribal_government,A/R
c_braganza,Braganza,Zoelae,d_porto,k_portugal,c_braganza,aq_chief_616,tribal_government,A/R
c_braila,Brăila,Getia,d_muntenia,k_dacia,c_braila,aq_chief_617,tribal_government,R
c_brandenburg,Brandenburg,Semnones,d_ostmark,k_pomerania,c_brandenburg,aq_chief_618,tribal_government,R
c_branicevo,Braničevo,Triballia,d_vidin,k_bulgaria,c_branicevo,aq_chief_619,tribal_government,R
c_braslau,Braslau,Aestii,d_lithuanians,k_lithuania,c_braslau,aq_chief_620,tribal_government,R
c_bratsk,Bura,Bura,d_chuna_valley,k_angara,c_bratsk,aq_chief_621,nomad_government,K
c_brecknockshire,Brycheiniog,Silures,d_deheubarth,k_wales,c_brecknockshire,aq_chief_622,tribal_government,A/R
c_breifne,Breifne,Connachta,d_connacht,k_ireland,c_breifne,aq_chief_623,tribal_government,R
c_breisgau,Breisgau,Rauraci,d_alsace,k_east_francia,c_breisgau,aq_chief_624,tribal_government,A/R
c_bremen,Bremen,Chauci,d_angria,k_saxony,c_bremen,aq_chief_625,tribal_government,A/R
c_brene,Brene,Elbe Lands,d_lausitz,k_sorbia,c_brene,aq_chief_626,tribal_government,R
c_brescia,Brescia,Cenomani,d_lombardia,k_italy,c_brescia,aq_chief_627,tribal_government,A/R
c_breslau,Breslau,Lugian Lands,d_lower_silesia,k_poland,c_breslau,aq_chief_628,tribal_government,R
c_bresse,Bresse,Sequani,d_upper_burgundy,k_burgundy,c_bresse,aq_chief_629,tribal_government,R
c_brie_francaise,Brie Française,Meldi,d_valois,k_france,c_brie_francaise,aq_chief_630,tribal_government,A/R
c_briey,Briey,Leuci,d_bar,k_lotharingia,c_briey,aq_chief_631,tribal_government,R
c_brixen,Brixen,Raetia,d_tyrol,k_bavaria,c_brixen,aq_chief_632,tribal_government,A/R
c_brno,Brno,Boii,d_moravia,k_bohemia,c_brno,aq_chief_633,tribal_government,R
c_brugge,Brugge,Menapii,d_flanders,k_france,c_brugge,aq_chief_634,tribal_government,A/R
c_brunswick,Braunschweig,Cherusci,d_ostfalen,k_saxony,c_brunswick,aq_chief_635,tribal_government,A/R
c_brysis,Brysis,Thrace,d_aq040_aq_thrace_thrace,k_aq_thrace,k_aq_thrace,aq_chief_636,tribal_government,R
c_brzeg,Brzeg,Boii Frontier,d_upper_silesia,k_poland,c_brzeg,aq_chief_637,tribal_government,R
c_buchan,Buchan,Taexali,d_moray,k_scotland,c_buchan,aq_chief_638,tribal_government,A/R
c_buckinghamshire,Buckinghamshire,Catuvellauni,d_bedford,k_england,c_buckinghamshire,aq_chief_639,tribal_government,A/R
c_bucuresti,Ialomita,Getia,d_muntenia,k_dacia,c_bucuresti,aq_chief_640,tribal_government,R
c_bugur,Bugur,Saka,d_beshbalik,k_dzungaria,c_bugur,aq_chief_641,nomad_government,R
c_bugurslan,Bugurslan,Sauromatia,d_bugurslan,k_volga_bulgaria,c_bugurslan,aq_chief_642,tribal_government,R
c_bukhara,Bukhara,Sogdiana,d_soghd,k_aq_persia_transoxiana,e_aq_persia,aq_chief_643,tribal_government,R
c_bulat,Bulat,Saka,d_betpa,k_saryarka,c_bulat,aq_chief_644,nomad_government,R
c_bumthang,Bumthang,Bumthang,d_bumthang,k_lhomon,c_bumthang,aq_chief_645,tribal_government,K
c_bundu,Bundu,Bundu,d_bambuk,k_mali,c_bundu,aq_chief_646,tribal_government,K
c_bungo,Bungo,Bungo,d_north_saikaido,k_tsukushi,c_bungo,aq_chief_647,tribal_government,K
c_bur,Bur,Bur,d_dahlaks,k_abyssinia,c_bur,aq_chief_648,tribal_government,K
c_bura,Bura,Bura,d_lower_gurma,k_gurma,c_bura,aq_chief_649,tribal_government,K
c_bure,Bure,Bure,d_manding,k_mali,c_bure,aq_chief_650,tribal_government,K
c_burgas,Burgas,Odrysia,d_philippopolis,k_aq_thrace,k_aq_thrace,aq_chief_651,tribal_government,R
c_burgasutai,Burgasutai,Saka,d_kara_khoja,k_dzungaria,c_burgasutai,aq_chief_652,nomad_government,R
c_burgau,Burgau,Vindelicia,d_augsburg,k_bavaria,c_burgau,aq_chief_653,tribal_government,R
c_burgos,Burgos,Autrigones,d_castilla,k_castille,c_burgos,aq_chief_654,tribal_government,A/R
c_burhanpur,Burhanpur,Anupa,d_anupa,k_malwa,c_burhanpur,aq_chief_655,tribal_government,R
c_buri,Buri,Buri,d_yinsheng,k_dali,c_buri,aq_chief_656,tribal_government,K
c_burji,Burji,Burji,d_sharka,k_damot,c_burji,aq_chief_657,tribal_government,K
c_burqin,Burqin,Saka,d_altay,k_dzungaria,c_burqin,aq_chief_658,nomad_government,R
c_burugu_aallar,Burugu Aallar,Burugu Aallar,d_kargassia,k_khakassia,c_burugu_aallar,aq_chief_659,tribal_government,K
c_busaso,Busaso,Busaso,d_sanaag,k_adal,c_busaso,aq_chief_660,tribal_government,K
c_bussa,Bussa,Bussa,d_borgu,k_borgu,c_bussa,aq_chief_661,tribal_government,K
c_buthrotum,Buthrotum,Buthroton,d_cephalonia,k_epirus,c_buthrotum,aq_chief_662,tribal_government,A/R
c_buzachi,Buzachi,Dahae,d_transcaspiana,k_oghuz_il,c_buzachi,aq_chief_663,nomad_government,R
c_buzau,Buzău,Getia,d_muntenia,k_dacia,c_buzau,aq_chief_664,tribal_government,R
c_buzen,Buzen,Buzen,d_north_saikaido,k_tsukushi,c_buzen,aq_chief_665,tribal_government,K
c_byzantion,Byzantion,Byzantion,d_thrace,k_aq040_byzantion,k_aq040_byzantion,aq_chief_666,tribal_government,A/R
c_ca_mau,Ca Mau,Ca Mau,d_baigaur,k_funan,c_ca_mau,aq_chief_667,tribal_government,K
c_cabardinia,Cabardinia,Sauromatia,d_alania,k_caucasus,c_cabardinia,aq_chief_668,nomad_government,R
c_cabra,Cabra,Turdetani,d_granada,k_andalusia,c_cabra,aq_chief_669,tribal_government,A/R
c_caceres,Caceres,Vettones,d_badajoz,k_badajoz,c_caceres,aq_chief_670,tribal_government,A/R
c_cadiz,Cadiz,Gadir,d_aq040_aq_carthage_sevilla,k_aq_carthage,k_aq_carthage,aq_chief_671,tribal_government,A/R
c_caernarfonshire,Eryri,Ordovices,d_gwynedd,k_wales,c_caernarfonshire,aq_chief_672,tribal_government,A/R
c_cagliari,Cagliari,Karalis,d_sardinia,k_aq_carthage,k_aq_carthage,aq_chief_673,tribal_government,A/R
c_cairo,Cairo,Memphis,d_cairo,k_aq_egypt,k_aq_egypt,aq_egypt,tribal_government,A/R
c_caithness,Caithness,Caereni,d_moray,k_scotland,c_caithness,aq_chief_675,tribal_government,A/R
c_caizhou,Caizhou,Caizhou,d_aq040_aq_chu_chenxu,k_aq_chu,k_aq_chu,aq_chief_676,tribal_government,K
c_cakrakuta,Cakrakuta,Dandakaranya,d_dandakaranya,k_orissa,c_cakrakuta,aq_chief_677,tribal_government,R
c_calafat,Calafat,Getia,d_oltenia,k_dacia,c_calafat,aq_chief_678,tribal_government,R
c_calarasi,Călărași,Getia,d_muntenia,k_dacia,c_calarasi,aq_chief_679,tribal_government,R
c_calatayud,Calatayud,Celtiberi,d_aragon,k_aragon,c_calatayud,aq_chief_680,tribal_government,A/R
c_calatrava,Calatrava,Oretani,d_cordoba,k_andalusia,c_calatrava,aq_chief_681,tribal_government,A/R
c_camarda,Camarda,Campania,d_salerno,k_sicily,c_camarda,aq_chief_682,tribal_government,R
c_cambray,Cambray,Nervii,d_brabant,k_lotharingia,c_cambray,aq_chief_683,tribal_government,A/R
c_cambridgeshire,Cambridgeshire,Iceni,d_norfolk,k_england,c_cambridgeshire,aq_chief_684,tribal_government,A/R
c_cammin,Kołobrzeg,Venedi,d_pommerania,k_pomerania,c_cammin,aq_chief_685,tribal_government,R
c_campulung,Târgoviște,Getia,d_transylvanian_alps,k_dacia,c_campulung,aq_chief_686,tribal_government,R
c_canarias,Achinech,Fortunate Isles,d_canarias,k_maghreb,c_canarias,aq_chief_687,tribal_government,R
c_canasha,Canasha,Canasha,d_mukdahan,k_chenla,c_canasha,aq_chief_688,tribal_government,K
c_canavese,Canavese,Allobroges,d_savoie,k_burgundy,c_canavese,aq_chief_689,tribal_government,R
c_canda,Canda,Vidharba,d_vidharba,k_maharastra,c_canda,aq_chief_690,tribal_government,R
c_candhoba,Candhoba,Akara-Dasarna,d_akara_dasarna,k_malwa,c_candhoba,aq_chief_691,tribal_government,R
c_candradvipa,Candradvipa,Vanga,d_vanga,k_aq_nanda_bengal,e_aq_nanda,aq_chief_692,tribal_government,R
c_candragiri,Candragiri,Tondai Nadu,d_tondai_nadu,k_tamilakam,c_candragiri,aq_chief_693,tribal_government,R
c_cangzhou,Cangzhou,Cangzhou,d_cangjing,k_aq_yan,k_aq_yan,aq_chief_694,tribal_government,K
c_caozhou,Caozhou,Caozhou,d_aq040_aq_song_yuncao,k_aq_song,k_aq_song,aq_chief_695,tribal_government,K
c_cappadocia,Cappadocia,Cappadocia,d_cappadocia,k_aq_persia_cappadocia,e_aq_persia,aq040_local_cappadocia,tribal_government,A/R
c_capua,Capua,Kapue,d_capua,k_sicily,c_capua,aq_chief_697,tribal_government,A/R
c_carcassonne,Carcassonne,Volcae Tectosages,d_languedoc,k_france,c_carcassonne,aq_chief_698,tribal_government,A/R
c_cardiganshire,Ceredigion,Demetae,d_gwynedd,k_wales,c_cardiganshire,aq_chief_699,tribal_government,A/R
c_caria,Caria,Caria,d_cibyrrhaeot,k_aq_persia_caria,e_aq_persia,aq_mausolus,tribal_government,A/R
c_carmarthenshire,Sir Gaerfyrddin,Demetae,d_deheubarth,k_wales,c_carmarthenshire,aq_chief_701,tribal_government,A/R
c_carrick,Carrick,Damnonii,d_galloway,k_scotland,c_carrick,aq_chief_702,tribal_government,R
c_casentino,Casentino,Umbria,d_romagna,k_romagna,c_casentino,aq_chief_703,tribal_government,R
c_caslav,Čáslav,Boii,d_bohemia,k_bohemia,c_caslav,aq_chief_704,tribal_government,R
c_castellon,Castellon,Ilercavones,d_valencia,k_valencia,c_castellon,aq_chief_705,tribal_government,A/R
c_castelo_branco,Castelo Branco,Lusitani,d_coimbra,k_portugal,c_castelo_branco,aq_chief_706,tribal_government,R
c_caze,Cazê,Cazê,d_ngamring,k_tsang,c_caze,aq_chief_707,tribal_government,K
c_central_tannu,Central Tannu,Central Tannu,d_tannu_ola,k_tuva,c_central_tannu,aq_chief_708,tribal_government,K
c_cephalonia,Cephalonia,Kephallenia,d_cephalonia,k_epirus,c_cephalonia,aq_chief_709,tribal_government,R
c_cerasus,Cerasus,Kerasous,d_chaldia,k_aq_persia_pontus,e_aq_persia,aq_chief_710,tribal_government,A/R
c_cetatea_alba,Cetatea Albă,Getia,d_bugeac,k_moldavia,c_cetatea_alba,aq_chief_711,tribal_government,R
c_cetina,Cetina,Liburnia,d_dalmatia,k_croatia,c_cetina,aq_chief_712,tribal_government,R
c_ceuta,Ceuta,Abyla,d_rif,k_maghreb,c_ceuta,aq_chief_713,tribal_government,A/R
c_chadrinsk,Chadrinsk,Ugric Lands,d_vogulia,k_bashkiria,c_chadrinsk,aq_chief_714,tribal_government,R
c_chagdy_aallar,Chagdy Aallar,Chagdy Aallar,d_kargassia,k_khakassia,c_chagdy_aallar,aq_chief_715,tribal_government,K
c_chaghaniyan,Chaghaniyan,Bactria,d_khuttal,k_aq_persia_bactria,e_aq_persia,aq_chief_716,tribal_government,R
c_chah,Chah,Saka,d_chah,k_syr_darya,c_chah,aq_chief_717,tribal_government,R
c_chakangrao,Chakangrao,Chakangrao,d_sukhothai,k_dvaravati,c_chakangrao,aq_chief_718,tribal_government,K
c_chakla,Chakla,Chakla,d_chakla,k_gyalrong,c_chakla,aq_chief_719,tribal_government,K
c_chalkar,Chalkar,Dahae,d_aral_karakum,k_oghuz_il,c_chalkar,aq_chief_720,nomad_government,R
c_chalkidike,Chalkidike,Chalkidike,d_aq_chalcidice_thessalonika,k_aq_chalcidice,k_aq_chalcidice,aq_chalcidice,tribal_government,A/R
c_chalon,Chalon,Aedui,d_burgundy,k_france,c_chalon,aq_chief_722,tribal_government,A/R
c_chalons,Chalons,Catalauni,d_champagne,k_france,c_chalons,aq_chief_723,tribal_government,A/R
c_chamil,Chamil,Saka,d_kara_khoja,k_dzungaria,c_chamil,aq_chief_724,nomad_government,R
c_chandax,Chandax,Knossos,d_krete,k_krete,c_chandax,aq_chief_725,tribal_government,A/R
c_chanderi,Chanderi,Akara-Dasarna,d_akara_dasarna,k_malwa,c_chanderi,aq_chief_726,tribal_government,R
c_changzhou,Changzhou,Changzhou,d_jiangdong,k_aq_yue,k_aq_yue,aq_chief_727,tribal_government,K
c_changzhou_1,Changzhou,Changzhou,d_wuxin,k_aq040_ba,k_aq040_ba,aq_chief_728,tribal_government,K
c_chania,Chania,Kydonia,d_krete,k_krete,c_chania,aq_chief_729,tribal_government,A/R
c_chaozhou,Chaozhou,Chaozhou,d_huixun,k_lingnan,c_chaozhou,aq_chief_730,tribal_government,K
c_charaideo,Charaideo,Sutiya,d_sutiya,k_kamarupa,c_charaideo,aq_chief_731,tribal_government,R
c_charkliq,Charkliq,Charkliq,d_charkliq,k_khotan,c_charkliq,aq_chief_732,tribal_government,R
c_charsianon,Charsianon,Cappadocia,d_charsianon,k_aq_persia_cappadocia,e_aq_persia,aq_chief_733,tribal_government,R
c_chartres,Chartres,Carnutes,d_orleans,k_france,c_chartres,aq_chief_734,tribal_government,A/R
c_chauragarh,Chauragarh,Dahala,d_dahala,k_aq_nanda_gondwana,e_aq_nanda,aq_chief_735,tribal_government,R
c_cheboksary,Cheboksary,Budini,d_mordvinia,k_mordvinia,c_cheboksary,aq_chief_736,tribal_government,R
c_chelabinsk,Chelabinsk,Ugric Lands,d_vogulia,k_bashkiria,c_chelabinsk,aq_chief_737,tribal_government,R
c_chengdu,Chengdu,Chengdu,d_xichuan,k_aq040_shu,k_aq040_shu,aq_chief_738,tribal_government,K
c_chengji,Chengji,Chengji,d_jianchuan,k_dali,c_chengji,aq_chief_739,tribal_government,K
c_chengzhou,Chengzhou,Chengzhou,d_qincheng,k_aq_qin,k_aq_qin,aq_chief_740,tribal_government,K
c_chenzhou_1,Chenzhou,Chenzhou,d_hunan,k_aq_chu,k_aq_chu,aq_chief_741,tribal_government,K
c_cheongju,Cheongju,Cheongju,d_chungju,k_baekje,c_cheongju,aq_chief_742,tribal_government,K
c_cherchen,Cherchen,Khotan,d_khotan,k_khotan,c_cherchen,aq_chief_743,tribal_government,R
c_cherik,Cherik,Saka,d_talas_alatau,k_syr_darya,c_cherik,aq_chief_744,nomad_government,R
c_cherkassy,Cherkassy,Royal Scythia,d_yedisan,k_pontic_steppe,c_cherkassy,aq_chief_745,nomad_government,R
c_chernigov,Chernigov,Neuri,d_chernigov,k_ruthenia,c_chernigov,aq_chief_746,tribal_government,R
c_cherso,Charso,Illyria,d_croatia,k_croatia,c_cherso,aq_chief_747,tribal_government,R
c_cherven,Cherven,Neuri,d_cherven_cities,k_galicia-volhynia,c_cherven,aq_chief_748,tribal_government,R
c_cheshire,Cheshire,Cornovii,d_lancaster,k_england,c_cheshire,aq_chief_749,tribal_government,A/R
c_chiang_khaeng,Chiang Khaeng,Chiang Khaeng,d_muang_sua,k_dvaravati,c_chiang_khaeng,aq_chief_750,tribal_government,K
c_chiang_rung,Chiang Rung,Chiang Rung,d_sipsongpanna,k_dvaravati,c_chiang_rung,aq_chief_751,tribal_government,K
c_chich,Chich,Chich,d_vasyugan_mire,k_ob,c_chich,aq_chief_752,tribal_government,K
c_chikoy,Chikoy,Chikoy,d_uda_valley,k_buryatia,c_chikoy,aq_chief_753,nomad_government,K
c_chikugo,Chikugo,Chikugo,d_north_saikaido,k_tsukushi,c_chikugo,aq_chief_754,tribal_government,K
c_chikuzen,Chikuzen,Chikuzen,d_north_saikaido,k_tsukushi,c_chikuzen,aq_chief_755,tribal_government,K
c_chilia,Chilia,Getia,d_bugeac,k_moldavia,c_chilia,aq_chief_756,tribal_government,R
c_chindu,Chindu,Chindu,d_qumarleb,k_amdo,c_chindu,aq_chief_757,tribal_government,K
c_chios,Chios,Chios,d_aegean_islands,k_thessalonika,c_chios,aq_chief_758,tribal_government,A/R
c_chitrakut,Chitrakut,Medapata,d_medapata,k_rajputana,c_chitrakut,aq_chief_759,tribal_government,R
c_chitral,Chitral,Arachosia,d_kabul,k_aq_persia_kabulistan,e_aq_persia,aq_chief_760,tribal_government,R
c_chizhou,Chizhou,Chizhou,d_xuanshe,k_aq_yue,k_aq_yue,aq_chief_761,tribal_government,K
c_choklema,Choklema,Fenni,d_vologda,k_bjarmaland,c_choklema,aq_chief_762,tribal_government,R
c_cholamandalam,Cholamandalam,Chola Nadu,d_chola_nadu,k_tamilakam,c_cholamandalam,aq_chief_763,tribal_government,R
c_chonae,Chonae,Lydia,d_thracesia,k_aq_persia_lydia,e_aq_persia,aq_chief_764,tribal_government,R
c_chornobyl,Chornobyl,Scythia,d_kiev,k_ruthenia,c_chornobyl,aq_chief_765,tribal_government,R
c_chuguchak,Chuguchak,Saka,d_alakol,k_zhetysu,c_chuguchak,aq_chief_766,nomad_government,R
c_chulym,Chulym,Chulym,d_ala_tau,k_ob,c_chulym,aq_chief_767,tribal_government,K
c_chumarho,Chumarho,Chumarho,d_amdo,k_amdo,c_chumarho,aq_chief_768,tribal_government,K
c_chumkar_kia,Chumkar Kia,Saka,d_turgay,k_cuman,c_chumkar_kia,aq_chief_769,nomad_government,R
c_chuna,Üd,Üd,d_chuna_valley,k_angara,c_chuna,aq_chief_770,nomad_government,K
c_chunar,Chunar,Kasi,d_kasi,k_aq_nanda,e_aq_nanda,aq_chief_771,tribal_government,R
c_chungju,Chungju,Chungju,d_chungju,k_baekje,c_chungju,aq_chief_772,tribal_government,K
c_chungthang,Chungthang,Chungthang,d_paro,k_lhomon,c_chungthang,aq_chief_773,tribal_government,K
c_chunju,Chunju,Chunju,d_gyoju,k_goguryeo,c_chunju,aq_chief_774,tribal_government,K
c_chunzhou,Chunzhou,Chunzhou,d_lingnan,k_lingnan,c_chunzhou,aq_chief_775,tribal_government,K
c_chupka,Chupka,Chupka,d_menas,k_aynumosir,c_chupka,aq_chief_776,tribal_government,K
c_churuk,Churuk,Dahae,d_jemba,k_oghuz_il,c_churuk,aq_chief_777,nomad_government,R
c_chuya,Chuya,Chuya,d_bargujin_tukum,k_buryatia,c_chuya,aq_chief_778,nomad_government,K
c_chuzhou,Chuzhou,Chuzhou,d_zhedong,k_aq_yue,k_aq_yue,aq_chief_779,tribal_government,K
c_chuzhou_1,Chuzhou,Chuzhou,d_huainan,k_aq_chu,k_aq_chu,aq_chief_780,tribal_government,K
c_chuzhou_2,Chuzhou,Chuzhou,d_huainan,k_aq_chu,k_aq_chu,aq_chief_781,tribal_government,K
c_cieszyn,Cieszyn,Boii Frontier,d_upper_silesia,k_poland,c_cieszyn,aq_chief_782,tribal_government,R
c_cilicia,Cilicia,Cilicia,d_cilicia,k_aq_persia_cilicia,e_aq_persia,aq_mazaeus,tribal_government,A/R
c_cizhou,Cizhou,Cizhou,d_hezhong,k_aq_wei,k_aq_wei,aq_chief_784,tribal_government,K
c_clermont,Clermont,Bellovaci,d_valois,k_france,c_clermont,aq_chief_785,tribal_government,A/R
c_clermont_sur_allier,Clermont-sur- Allier,Arverni,d_auvergne,k_france,c_clermont_sur_allier,aq_chief_786,tribal_government,R
c_cleves,Cleves,Eburones,d_julich,k_lotharingia,c_cleves,aq_chief_787,tribal_government,R
c_coburg,Coburg,Hermunduri,d_east_franconia,k_east_francia,c_coburg,aq_chief_788,tribal_government,R
c_coimbra,Coimbra,Lusitani,d_coimbra,k_portugal,c_coimbra,aq_chief_789,tribal_government,A/R
c_colmar,Colmar,Sequani,d_alsace,k_east_francia,c_colmar,aq_chief_790,tribal_government,A/R
c_cologne,Cologne,Ubii,d_lower_lorraine,k_lotharingia,c_cologne,aq_chief_791,tribal_government,A/R
c_colonea,Colonea,Pontus,d_chaldia,k_aq_persia_pontus,e_aq_persia,aq_chief_792,tribal_government,R
c_comai,Comai,Comai,d_yarlung,k_u,c_comai,aq_chief_793,tribal_government,K
c_comminges,Comminges,Convenae,d_armagnac,k_france,c_comminges,aq_chief_794,tribal_government,A/R
c_como,Como,Comenses,d_lombardia,k_italy,c_como,aq_chief_795,tribal_government,A/R
c_cona,Cona,Cona,d_monyul,k_lhomon,c_cona,aq_chief_796,tribal_government,K
c_connacht,Hy Many,Connachta,d_connacht,k_ireland,c_connacht,aq_chief_797,tribal_government,R
c_constanta,Constanta,Scythia Minor,d_dobrudja,k_bulgaria,c_constanta,aq_chief_798,tribal_government,R
c_constantine,Constantine,Cirta,d_kroumerie,k_africa,c_constantine,aq_chief_799,tribal_government,A/R
c_coqen,Coqên,Coqên,d_purang,k_guge,c_coqen,aq_chief_800,tribal_government,K
c_cordoba,Cordoba,Corduba Region,d_cordoba,k_andalusia,c_cordoba,aq_chief_801,tribal_government,A/R
c_cornouaille,Cornouaille,Osismii,d_brittany,k_france,c_cornouaille,aq_chief_802,tribal_government,A/R
c_cornwall,Cornwall,Dumnonii,d_cornwall,k_england,c_cornwall,aq_chief_803,tribal_government,A/R
c_coruna,Coruna,Artabri,d_galicia,k_spanish_galicia,c_coruna,aq_chief_804,tribal_government,A/R
c_cosenza,Cosenza,Bruttii,d_calabria,k_sicily,c_cosenza,aq_chief_805,tribal_government,A/R
c_cottbus,Cottbus,Elbe Lands,d_meissen,k_sorbia,c_cottbus,aq_chief_806,tribal_government,R
c_coulommiers,Provins,Remi,d_champagne,k_france,c_coulommiers,aq_chief_807,tribal_government,R
c_cozhelhoma,Cozhêlhoma,Cozhêlhoma,d_conyi,k_u,c_cozhelhoma,aq_chief_808,tribal_government,K
c_craiova,Craiova,Getia,d_oltenia,k_dacia,c_craiova,aq_chief_809,tribal_government,R
c_cremona,Cremona,Cenomani,d_lombardia,k_italy,c_cremona,aq_chief_810,tribal_government,A/R
c_csanad,Csanad,Pannonia,d_temes,k_hungary,c_csanad,aq_chief_811,tribal_government,R
c_csongrad,Csongrad,Pannonia,d_bacs,k_hungary,c_csongrad,aq_chief_812,tribal_government,R
c_cuellar,Cuellar,Vaccaei,d_castilla,k_castille,c_cuellar,aq_chief_813,tribal_government,A/R
c_cuenca,Cuenca,Olcades,d_toledo,k_andalusia,c_cuenca,aq_chief_814,tribal_government,A/R
c_cumberland,Cumberland,Carvetii,d_northumberland,k_england,c_cumberland,aq_chief_815,tribal_government,A/R
c_cumbum,Cumbum,Pakanadu,d_udayagiri,k_andhra,c_cumbum,aq_chief_816,tribal_government,R
c_cuneo,Cuneo,Ligures,d_piedmonte,k_italy,c_cuneo,aq_chief_817,tribal_government,A/R
c_cuonaco,Cuonaco,Cuonaco,d_purang,k_guge,c_cuonaco,aq_chief_818,tribal_government,K
c_cykma,Cykma,Sauromatia,d_martyuba,k_volga_bulgaria,c_cykma,aq_chief_819,tribal_government,R
c_czerska,Czersk,Vistula Lands,d_mazovia,k_poland,c_czerska,aq_chief_820,tribal_government,R
c_dabou,Dabou,Dabou,d_adiukru,k_akan,c_dabou,aq_chief_821,tribal_government,K
c_daboya,Daboya,Daboya,d_dagomba,k_gur,c_daboya,aq_chief_822,tribal_government,K
c_dabusiya,Dabusiya,Sogdiana,d_soghd,k_aq_persia_transoxiana,e_aq_persia,aq_chief_823,tribal_government,R
c_dadhipadra,Dadhipadra,Avanti,d_dadhipadra,k_malwa,c_dadhipadra,aq_chief_824,tribal_government,R
c_dafang,Dafang,Loulan,d_loulan,k_khotan,c_dafang,aq_chief_825,tribal_government,R
c_dagomba,Dagomba,Dagomba,d_dagomba,k_gur,c_dagomba,aq_chief_826,tribal_government,K
c_dagon,Dagon,Dagon,d_ramannadesa,k_pagan,c_dagon,aq_chief_827,tribal_government,K
c_dahlak,Dahlak,Dahlak,d_dahlaks,k_abyssinia,c_dahlak,aq_chief_828,tribal_government,K
